"date","reference","coconut_beginning-stocks","coconut_crush","coconut_domestic-consumption","coconut_ending-stocks","coconut_exports","coconut_feed-waste-dom-cons","coconut_food-use-dom-cons","coconut_imports","coconut_industrial-dom-cons","coconut_price","coconut_production","coconut_total-distribution","coconut_total-supply","cottonseed_beginning-stocks","cottonseed_crush","cottonseed_domestic-consumption","cottonseed_ending-stocks","cottonseed_exports","cottonseed_feed-waste-dom-cons","cottonseed_food-use-dom-cons","cottonseed_imports","cottonseed_industrial-dom-cons","cottonseed_production","cottonseed_total-distribution","cottonseed_total-supply","olive_beginning-stocks","olive_crush","olive_domestic-consumption","olive_ending-stocks","olive_exports","olive_feed-waste-dom-cons","olive_food-use-dom-cons","olive_imports","olive_industrial-dom-cons","olive_production","olive_total-distribution","olive_total-supply","palm-kernel_beginning-stocks","palm-kernel_crush","palm-kernel_domestic-consumption","palm-kernel_ending-stocks","palm-kernel_exports","palm-kernel_feed-waste-dom-cons","palm-kernel_food-use-dom-cons","palm-kernel_imports","palm-kernel_industrial-dom-cons","palm-kernel_price","palm-kernel_production","palm-kernel_total-distribution","palm-kernel_total-supply","palm_beginning-stocks","palm_crush","palm_domestic-consumption","palm_ending-stocks","palm_exports","palm_feed-waste-dom-cons","palm_food-use-dom-cons","palm_imports","palm_industrial-dom-cons","palm_price","palm_production","palm_total-distribution","palm_total-supply","peanut_beginning-stocks","peanut_crush","peanut_domestic-consumption","peanut_ending-stocks","peanut_exports","peanut_feed-waste-dom-cons","peanut_food-use-dom-cons","peanut_imports","peanut_industrial-dom-cons","peanut_price","peanut_production","peanut_total-distribution","peanut_total-supply","rapeseed_beginning-stocks","rapeseed_crush","rapeseed_domestic-consumption","rapeseed_ending-stocks","rapeseed_exports","rapeseed_feed-waste-dom-cons","rapeseed_food-use-dom-cons","rapeseed_imports","rapeseed_industrial-dom-cons","rapeseed_price","rapeseed_production","rapeseed_total-distribution","rapeseed_total-supply","soybean_beginning-stocks","soybean_crush","soybean_domestic-consumption","soybean_ending-stocks","soybean_exports","soybean_feed-waste-dom-cons","soybean_food-use-dom-cons","soybean_imports","soybean_industrial-dom-cons","soybean_price","soybean_production","soybean_total-distribution","soybean_total-supply","sunflower_beginning-stocks","sunflower_crush","sunflower_domestic-consumption","sunflower_ending-stocks","sunflower_exports","sunflower_feed-waste-dom-cons","sunflower_food-use-dom-cons","sunflower_imports","sunflower_industrial-dom-cons","sunflower_price","sunflower_production","sunflower_total-distribution","sunflower_total-supply","vegetable-oil_beginning-stocks","vegetable-oil_crush","vegetable-oil_domestic-consumption","vegetable-oil_ending-stocks","vegetable-oil_exports","vegetable-oil_feed-waste-dom-cons","vegetable-oil_food-use-dom-cons","vegetable-oil_imports","vegetable-oil_industrial-dom-cons","vegetable-oil_price","vegetable-oil_production","vegetable-oil_total-distribution","vegetable-oil_total-supply","vegetable-oil_oecd_consumption","vegetable-oil_oecd_ending-stocks","vegetable-oil_oecd_exports","vegetable-oil_oecd_food","vegetable-oil_oecd_food-fat-availability","vegetable-oil_oecd_human-consumption-per-capita","vegetable-oil_oecd_imports","vegetable-oil_oecd_other-use","vegetable-oil_oecd_production","crude-average_price"
"2020-05-31","World",44.35,454.98,289.77,42.51,153.12,2.73,147.03,153.25,140.01,832.33,287.81,485.4,485.4,12.43,2771.95,418.92,9.94,8.98,0,376.15,8.08,42.78,417.33,437.84,437.84,71.17,,254.69,56.6,118.81,0,252.94,105.61,1.75,253.32,430.1,430.1,75.78,1592.12,687.51,82.19,269.98,1.67,169.27,257.97,516.58,684.95,705.93,1039.69,1039.69,1173.72,,6014.57,1164.44,4023.51,59.38,4027.83,3943.21,1927.37,576.56,6085.59,11202.52,11202.52,33.38,1625.57,529.03,28.93,32.08,0,528.11,30.67,0.92,1588.02,525.99,590.03,590.03,234.08,5797.69,2353.21,248.59,507.08,4.25,1677.66,497.75,671.3,799.83,2377.05,3108.88,3108.88,483.08,33300.99,5622.09,508.09,1636.18,8.23,4225.7,983.55,1388.16,684.78,6299.74,7766.36,7766.36,190.31,3978.77,1561.14,184.78,1045.17,6.74,1475.29,909.68,79.1,738.26,1691.1,2791.08,2791.08,2318.3,49522.07,17730.93,2326.07,7794.91,83,12879.98,6889.77,4767.97,77.769,18643.86,27851.9,27851.9,17750.91,1527.1,7219.58,11837.17,2.76,1.54,7092.23,3220.36,17775.91,30.38
"2020-04-30","World",44.78,455.33,290.08,42.28,153.69,2.75,146.89,153.33,140.44,834.51,287.94,486.06,486.06,12.44,2785.69,420.64,10.42,9.08,0,377.42,8.03,43.22,419.67,440.14,440.14,71.72,,254.42,58.75,119.5,0,252.67,106.22,1.75,254.72,432.67,432.67,75.03,1594.25,686.03,81.97,270.83,1.58,168.83,256.94,515.61,720.69,706.86,1038.83,1038.83,1171.28,,6001.81,1169.72,4026.22,59.42,4015.11,3941.42,1927.28,608.88,6085.06,11197.75,11197.75,33.58,1621.06,527.47,29.53,30.86,0,526.56,29.75,0.92,1527.27,524.53,587.86,587.86,234.94,5777.83,2351.5,244.47,503.53,4.25,1676.03,494.75,671.22,758.96,2369.81,3099.5,3099.5,481.19,33247.69,5610.72,505.72,1635.61,8.33,4214.86,982.81,1387.53,679.98,6288.06,7752.06,7752.06,187.03,4006.58,1564.44,190.47,1060.67,6.78,1478.75,923.36,78.92,732.1,1705.19,2815.58,2815.58,2311.99,49488.43,17707.11,2333.33,7809.99,83.11,12857.12,6896.61,4766.89,81.178,18641.84,27850.45,27850.45,17747.54,1526.73,7207.94,11833.78,2.75,1.54,7080.89,3208.68,17756.97,21.043
"2020-03-31","World",45.21,455.69,290.4,42.04,154.27,2.77,146.75,153.42,140.88,837.72,288.08,486.71,486.71,12.46,2799.44,422.35,10.9,9.19,0,378.69,7.98,43.67,422,442.44,442.44,72.27,,254.15,60.9,120.19,0,252.4,106.83,1.75,256.12,435.23,435.23,74.27,1596.38,684.54,81.75,271.69,1.5,168.4,255.92,514.65,691.04,707.79,1037.98,1037.98,1168.83,,5989.04,1175,4028.94,59.46,4002.4,3939.62,1927.19,636.25,6084.52,11192.98,11192.98,33.79,1616.54,525.92,30.12,29.65,0,525,28.83,0.92,1412.91,523.06,585.69,585.69,235.81,5757.98,2349.79,240.35,499.98,4.25,1674.4,491.75,671.15,796.67,2362.56,3090.12,3090.12,479.31,33194.4,5599.35,503.35,1635.04,8.44,4204.02,982.06,1386.9,747.8,6276.38,7737.75,7737.75,183.75,4034.4,1567.75,196.17,1076.17,6.81,1482.21,937.04,78.73,730,1719.29,2840.08,2840.08,2305.7,49454.83,17683.29,2340.58,7825.12,83.23,12834.27,6903.45,4765.84,85.425,18639.8,27848.98,27848.98,17744.17,1526.35,7196.29,11830.39,2.75,1.54,7069.55,3197,17738.02,32.203
"2020-02-29","World",45.64,456.04,290.71,41.81,154.85,2.79,146.61,153.5,141.31,844.12,288.22,487.36,487.36,12.47,2813.18,424.07,11.38,9.29,0,379.96,7.93,44.11,424.33,444.74,444.74,72.82,,253.88,63.04,120.88,0,252.12,107.44,1.75,257.53,437.79,437.79,73.51,1598.5,683.06,81.53,272.54,1.42,167.96,254.89,513.68,801.84,708.72,1037.12,1037.12,1166.39,,5976.28,1180.28,4031.65,59.5,3989.68,3937.83,1927.1,728.81,6083.99,11188.21,11188.21,34,1612.03,524.36,30.72,28.43,0,523.44,27.92,0.92,1393.46,521.6,583.51,583.51,236.68,5738.12,2348.08,236.24,496.43,4.25,1672.76,488.75,671.07,902.34,2355.32,3080.75,3080.75,477.43,33141.1,5587.99,500.99,1634.47,8.54,4193.18,981.32,1386.26,800.41,6264.69,7723.44,7723.44,180.47,4062.21,1571.06,201.86,1091.67,6.85,1485.67,950.72,78.54,823,1733.39,2864.58,2864.58,2299.41,49421.18,17659.49,2347.85,7840.21,83.35,12811.38,6910.3,4764.74,97.553,18637.79,27847.5,27847.5,17740.8,1525.97,7184.64,11827,2.75,1.54,7058.21,3185.33,17719.08,53.347
"2020-01-31","World",46.07,456.4,291.02,41.57,155.42,2.81,146.47,153.58,141.74,1003.72,288.36,488.01,488.01,12.49,2826.92,425.78,11.85,9.4,0,381.23,7.88,44.56,426.67,447.03,447.03,73.37,,253.6,65.19,121.56,0,251.85,108.06,1.75,258.93,440.35,440.35,72.76,1600.62,681.57,81.31,273.4,1.33,167.52,253.86,512.72,970.53,709.65,1036.27,1036.27,1163.94,,5963.51,1185.56,4034.37,59.54,3976.97,3936.04,1927.01,810.07,6083.45,11183.44,11183.44,34.21,1607.51,522.81,31.32,27.22,0,521.89,27,0.92,1371.35,520.13,581.34,581.34,237.55,5718.27,2346.38,232.12,492.88,4.25,1671.13,485.75,670.99,945.39,2348.08,3071.38,3071.38,475.55,33087.8,5576.62,498.62,1633.9,8.65,4182.34,980.58,1385.63,875.64,6253.01,7709.14,7709.14,177.19,4090.02,1574.36,207.56,1107.17,6.88,1489.12,964.4,78.35,806.91,1747.49,2889.08,2889.08,2293.13,49387.54,17635.65,2355.1,7855.32,83.46,12788.52,6917.15,4763.67,108.733,18635.77,27846.04,27846.04,17737.43,1525.59,7173,11823.6,2.75,1.54,7046.87,3173.65,17700.13,61.627
"2019-12-31","World",46.5,456.75,291.33,41.33,156,2.83,146.33,153.67,142.17,1031.29,288.5,488.67,488.67,12.5,2840.67,427.5,12.33,9.5,0,382.5,7.83,45,429,449.33,449.33,73.92,,253.33,67.33,122.25,0,251.58,108.67,1.75,260.33,442.92,442.92,72,1602.75,680.08,81.08,274.25,1.25,167.08,252.83,511.75,969.77,710.58,1035.42,1035.42,1161.5,,5950.75,1190.83,4037.08,59.58,3964.25,3934.25,1926.92,763.73,6082.92,11178.67,11178.67,34.42,1603,521.25,31.92,26,0,520.33,26.08,0.92,1404.96,518.67,579.17,579.17,238.42,5698.42,2344.67,228,489.33,4.25,1669.5,482.75,670.92,900.66,2340.83,3062,3062,473.67,33034.5,5565.25,496.25,1633.33,8.75,4171.5,979.83,1385,833.52,6241.33,7694.83,7694.83,173.92,4117.83,1577.67,213.25,1122.67,6.92,1492.58,978.08,78.17,776,1761.58,2913.58,2913.58,2286.85,49353.92,17611.83,2362.32,7870.41,83.58,12765.65,6923.99,4762.6,101.499,18633.74,27844.59,27844.59,17734.07,1525.21,7161.35,11820.21,2.74,1.54,7035.53,3161.97,17681.19,63.353
"2019-11-30","World",47.1,458.62,290.92,41.76,157.83,2.86,145.98,153.74,142.08,848.92,289.67,490.51,490.51,12.63,2832.9,426.36,12.35,9.46,0,381.53,7.77,44.83,427.76,448.17,448.17,72.77,,252.57,67.88,120.25,0,250.82,107.29,1.75,260.64,440.7,440.7,72.47,1603.62,680.91,80.33,274.94,1.28,166.41,252.69,513.22,767.44,711.01,1036.17,1036.17,1151.85,,5948.81,1188.39,4061.12,59.47,3964.73,3955.08,1924.6,685.41,6091.38,11198.31,11198.31,35.19,1595.25,519.18,32.12,26.02,0,518.26,25.98,0.92,1388.47,516.16,577.33,577.33,241.96,5695.97,2345.21,228.87,485.09,4.25,1670.2,478.43,670.76,891.17,2338.78,3059.17,3059.17,468.22,32942.56,5553.31,494.37,1619.35,8.78,4158.08,974.56,1386.44,770.2,6224.26,7667.03,7667.03,176.46,4098.13,1571.95,209.97,1109,6.85,1486.93,963.57,78.17,776,1750.9,2890.92,2890.92,2278.65,49227.05,17589.22,2356.04,7863.06,83.49,12742.94,6919.11,4762.77,93.164,18610.56,27808.31,27808.31,17747.7,1540.11,7177.01,11820.33,2.74,1.54,7054.77,3188.19,17677.13,60.403
"2019-10-31","World",47.71,460.5,290.5,42.19,159.65,2.89,145.62,153.81,141.99,719.52,290.83,492.35,492.35,12.76,2825.14,425.22,12.36,9.42,0,380.57,7.71,44.65,426.53,447,447,71.62,,251.81,68.43,118.25,0,250.06,105.92,1.75,260.94,438.49,438.49,72.94,1604.5,681.74,79.57,275.62,1.31,165.74,252.54,514.69,593.74,711.44,1036.93,1036.93,1142.21,,5946.86,1185.94,4085.15,59.36,3965.21,3975.92,1922.29,591.35,6099.83,11217.96,11217.96,35.96,1587.5,517.11,32.33,26.04,0,516.19,25.88,0.92,1458.53,513.65,575.49,575.49,245.5,5693.53,2345.75,229.74,480.85,4.25,1670.9,474.11,670.6,908.67,2336.72,3056.33,3056.33,462.76,32850.61,5541.38,492.49,1605.36,8.82,4144.67,969.28,1387.89,770.8,6207.18,7639.22,7639.22,179,4078.43,1566.24,206.69,1095.33,6.79,1481.28,949.06,78.17,776,1740.21,2868.26,2868.26,2270.46,49100.21,17566.61,2349.74,7855.67,83.42,12720.24,6914.23,4762.95,84.109,18587.33,27772.03,27772.03,17761.33,1555,7192.67,11820.44,2.73,1.54,7074.01,3214.41,17673.07,57.273
"2019-09-30","World",48.31,462.38,290.08,42.62,161.48,2.92,145.27,153.88,141.9,724.03,292,494.19,494.19,12.9,2817.38,424.08,12.38,9.38,0,379.6,7.65,44.48,425.29,445.83,445.83,70.48,,251.04,68.98,116.25,0,249.29,104.54,1.75,261.25,436.27,436.27,73.42,1605.38,682.56,78.81,276.31,1.33,165.06,252.4,516.17,613.15,711.88,1037.69,1037.69,1132.56,,5944.92,1183.5,4109.19,59.25,3965.69,3996.75,1919.98,580.3,6108.29,11237.6,11237.6,36.73,1579.75,515.04,32.54,26.06,0,514.12,25.77,0.92,1458.25,511.15,573.65,573.65,249.04,5691.08,2346.29,230.6,476.6,4.25,1671.6,469.79,670.44,903.07,2334.67,3053.5,3053.5,457.31,32758.67,5529.44,490.6,1591.38,8.85,4131.25,964,1389.33,779.25,6190.1,7611.42,7611.42,181.54,4058.73,1560.52,203.42,1081.67,6.73,1475.62,934.54,78.17,776,1729.52,2845.6,2845.6,2262.29,48973.37,17543.97,2343.45,7848.32,83.33,12697.5,6909.32,4763.14,83.888,18564.15,27735.75,27735.75,17774.97,1569.89,7208.33,11820.56,2.73,1.54,7093.24,3240.63,17669.01,60.04
"2019-08-31","World",48.92,464.25,289.67,43.06,163.31,2.94,144.92,153.94,141.81,719.28,293.17,496.03,496.03,13.03,2809.61,422.94,12.39,9.33,0,378.64,7.58,44.31,424.06,444.67,444.67,69.33,,250.28,69.53,114.25,0,248.53,103.17,1.75,261.56,434.06,434.06,73.89,1606.25,683.39,78.06,277,1.36,164.39,252.25,517.64,619.33,712.31,1038.44,1038.44,1122.92,,5942.97,1181.06,4133.22,59.14,3966.17,4017.58,1917.67,586.12,6116.75,11257.25,11257.25,37.5,1572,512.97,32.75,26.08,0,512.06,25.67,0.92,1457.89,508.64,571.81,571.81,252.58,5688.64,2346.83,231.47,472.36,4.25,1672.31,465.47,670.28,877.48,2332.61,3050.67,3050.67,451.86,32666.72,5517.5,488.72,1577.39,8.89,4117.83,958.72,1390.78,793.21,6173.03,7583.61,7583.61,184.08,4039.03,1554.81,200.14,1068,6.67,1469.97,920.03,78.17,776,1718.83,2822.94,2822.94,2254.11,48846.5,17521.36,2337.18,7840.94,83.25,12674.82,6904.41,4763.33,82.589,18540.96,27699.48,27699.48,17788.6,1584.78,7223.99,11820.67,2.72,1.55,7112.48,3266.85,17664.95,57.67
"2019-07-31","World",49.52,466.12,289.25,43.49,165.13,2.97,144.56,154.01,141.72,657.31,294.33,497.87,497.87,13.16,2801.85,421.81,12.4,9.29,0,377.67,7.52,44.13,422.82,443.5,443.5,68.19,,249.51,70.08,112.25,0,247.76,101.79,1.75,261.86,431.84,431.84,74.36,1607.12,684.22,77.3,277.69,1.39,163.72,252.1,519.11,555.03,712.74,1039.2,1039.2,1113.27,,5941.03,1178.61,4157.26,59.03,3966.65,4038.42,1915.35,543.88,6125.21,11276.9,11276.9,38.27,1564.25,510.9,32.96,26.1,0,509.99,25.56,0.92,1437.71,506.13,569.97,569.97,256.12,5686.19,2347.38,232.34,468.12,4.25,1673.01,461.15,670.12,845.27,2330.56,3047.83,3047.83,446.41,32574.78,5505.56,486.84,1563.4,8.92,4104.42,953.44,1392.22,748.17,6155.95,7555.81,7555.81,186.62,4019.33,1549.09,196.86,1054.33,6.6,1464.32,905.51,78.17,753.83,1708.15,2800.28,2800.28,2245.92,48719.64,17498.75,2330.88,7833.57,83.16,12652.1,6899.5,4763.49,78.09,18517.75,27663.2,27663.2,17802.23,1599.67,7239.65,11820.79,2.72,1.55,7131.72,3293.07,17660.89,61.477
"2019-06-30","World",50.12,468,288.83,43.92,166.96,3,144.21,154.08,141.62,635.6,295.5,499.71,499.71,13.29,2794.08,420.67,12.42,9.25,0,376.71,7.46,43.96,421.58,442.33,442.33,67.04,,248.75,70.62,110.25,0,247,100.42,1.75,262.17,429.62,429.62,74.83,1608,685.04,76.54,278.38,1.42,163.04,251.96,520.58,542.24,713.17,1039.96,1039.96,1103.62,,5939.08,1176.17,4181.29,58.92,3967.12,4059.25,1913.04,552.19,6133.67,11296.54,11296.54,39.04,1556.5,508.83,33.17,26.12,0,507.92,25.46,0.92,1391.97,503.62,568.12,568.12,259.67,5683.75,2347.92,233.21,463.88,4.25,1673.71,456.83,669.96,840.01,2328.5,3045,3045,440.96,32482.83,5493.62,484.96,1549.42,8.96,4091,948.17,1393.67,742.89,6138.88,7528,7528,189.17,3999.62,1543.38,193.58,1040.67,6.54,1458.67,891,78.17,725,1697.46,2777.62,2777.62,2237.74,48592.78,17476.12,2324.59,7826.22,83.09,12629.38,6894.63,4763.67,77.462,18494.55,27626.9,27626.9,17815.86,1614.56,7255.3,11820.91,2.71,1.55,7150.95,3319.28,17656.83,59.76
"2019-05-31","World",50.73,469.88,288.42,44.35,168.78,3.03,143.85,154.15,141.53,661.17,296.67,501.55,501.55,13.42,2786.32,419.53,12.43,9.21,0,375.74,7.4,43.78,420.35,441.17,441.17,65.9,,247.99,71.17,108.25,0,246.24,99.04,1.75,262.47,427.41,427.41,75.31,1608.88,685.87,75.78,279.06,1.44,162.37,251.81,522.06,573.36,713.6,1040.72,1040.72,1093.98,,5937.14,1173.72,4205.33,58.81,3967.6,4080.08,1910.73,564.4,6142.12,11316.19,11316.19,39.81,1548.75,506.76,33.38,26.15,0,505.85,25.35,0.92,1392.89,501.12,566.28,566.28,263.21,5681.31,2348.46,234.08,459.63,4.25,1674.41,452.51,669.8,815.84,2326.44,3042.17,3042.17,435.51,32390.89,5481.69,483.08,1535.43,8.99,4077.58,942.89,1395.11,742.53,6121.8,7500.19,7500.19,191.71,3979.92,1537.66,190.31,1027,6.48,1453.01,876.49,78.17,721.57,1686.77,2754.97,2754.97,2229.58,48465.95,17453.52,2318.3,7818.84,83,12606.65,6889.72,4763.85,78.501,18471.34,27590.65,27590.65,17829.5,1629.45,7270.96,11821.02,2.7,1.55,7170.19,3345.5,17652.77,66.833
"2019-04-30","World",51.33,471.75,288,44.78,170.61,3.06,143.5,154.22,141.44,668.63,297.83,503.39,503.39,13.56,2778.56,418.39,12.44,9.17,0,374.78,7.33,43.61,419.11,440,440,64.75,,247.22,71.72,106.25,0,245.47,97.67,1.75,262.78,425.19,425.19,75.78,1609.75,686.69,75.03,279.75,1.47,161.69,251.67,523.53,636.23,714.03,1041.47,1041.47,1084.33,,5935.19,1171.28,4229.36,58.69,3968.08,4100.92,1908.42,588.45,6150.58,11335.83,11335.83,40.58,1541,504.69,33.58,26.17,0,503.78,25.25,0.92,1377.61,498.61,564.44,564.44,266.75,5678.86,2349,234.94,455.39,4.25,1675.11,448.19,669.64,805.96,2324.39,3039.33,3039.33,430.06,32298.94,5469.75,481.19,1521.44,9.03,4064.17,937.61,1396.56,733.77,6104.72,7472.39,7472.39,194.25,3960.22,1531.94,187.03,1013.33,6.42,1447.36,861.97,78.17,713,1676.08,2732.31,2732.31,2221.39,48339.08,17430.87,2311.99,7811.47,82.92,12583.94,6884.83,4764.04,79.112,18448.13,27554.35,27554.35,17843.13,1644.34,7286.62,11821.14,2.7,1.55,7189.43,3371.72,17648.72,68.577
"2019-03-31","World",51.94,473.62,287.58,45.21,172.44,3.08,143.15,154.29,141.35,678.56,299,505.23,505.23,13.69,2770.79,417.25,12.46,9.12,0,373.81,7.27,43.44,417.88,438.83,438.83,63.6,,246.46,72.27,104.25,0,244.71,96.29,1.75,263.08,422.98,422.98,76.25,1610.62,687.52,74.27,280.44,1.5,161.02,251.52,525,654.72,714.46,1042.23,1042.23,1074.69,,5933.25,1168.83,4253.4,58.58,3968.56,4121.75,1906.1,573.02,6159.04,11355.48,11355.48,41.35,1533.25,502.62,33.79,26.19,0,501.71,25.15,0.92,1370.38,496.1,562.6,562.6,270.29,5676.42,2349.54,235.81,451.15,4.25,1675.81,443.88,669.48,808.68,2322.33,3036.5,3036.5,424.6,32207,5457.81,479.31,1507.46,9.06,4050.75,932.33,1398,750.33,6087.65,7444.58,7444.58,196.79,3940.52,1526.23,183.75,999.67,6.35,1441.71,847.46,78.17,711.71,1665.4,2709.65,2709.65,2213.2,48212.22,17408.26,2305.7,7804.12,82.82,12561.23,6879.94,4764.21,78.414,18424.94,27518.08,27518.08,17856.76,1659.24,7302.28,11821.25,2.69,1.55,7208.66,3397.94,17644.66,63.787
"2019-02-28","World",52.54,475.5,287.17,45.64,174.26,3.11,142.79,154.36,141.26,710.43,300.17,507.07,507.07,13.82,2763.03,416.11,12.47,9.08,0,372.85,7.21,43.26,416.64,437.67,437.67,62.46,,245.69,72.82,102.25,0,243.94,94.92,1.75,263.39,420.76,420.76,76.72,1611.5,688.35,73.51,281.12,1.53,160.35,251.38,526.47,694.67,714.89,1042.99,1042.99,1065.04,,5931.31,1166.39,4277.43,58.47,3969.04,4142.58,1903.79,602.97,6167.5,11375.12,11375.12,42.12,1525.5,500.56,34,26.21,0,499.64,25.04,0.92,1370.06,493.6,560.76,560.76,273.83,5673.97,2350.08,236.68,446.9,4.25,1676.51,439.56,669.32,829.7,2320.28,3033.67,3033.67,419.15,32115.06,5445.88,477.43,1493.47,9.1,4037.33,927.06,1399.44,772.82,6070.57,7416.78,7416.78,199.33,3920.82,1520.51,180.47,986,6.29,1436.06,832.94,78.17,700,1654.71,2686.99,2686.99,2205.01,48085.38,17385.66,2299.41,7796.72,82.75,12538.51,6875.05,4764.38,81.784,18401.75,27481.81,27481.81,17870.4,1674.13,7317.94,11821.37,2.69,1.55,7227.9,3424.16,17640.6,61.133
"2019-01-31","World",53.15,477.38,286.75,46.07,176.09,3.14,142.44,154.43,141.17,773.07,301.33,508.91,508.91,13.95,2755.26,414.97,12.49,9.04,0,371.88,7.15,43.09,415.4,436.5,436.5,61.31,,244.93,73.37,100.25,0,243.18,93.54,1.75,263.69,418.55,418.55,77.19,1612.38,689.17,72.76,281.81,1.56,159.67,251.23,527.94,765,715.32,1043.74,1043.74,1055.4,,5929.36,1163.94,4301.47,58.36,3969.52,4163.42,1901.48,584.58,6175.96,11394.77,11394.77,42.9,1517.75,498.49,34.21,26.23,0,497.57,24.94,0.92,1379.77,491.09,558.92,558.92,277.38,5671.53,2350.62,237.55,442.66,4.25,1677.22,435.24,669.16,859.73,2318.22,3030.83,3030.83,413.7,32023.11,5433.94,475.55,1479.49,9.13,4023.92,921.78,1400.89,747.79,6053.49,7388.97,7388.97,201.88,3901.12,1514.8,177.19,972.33,6.23,1430.4,818.43,78.17,688.13,1644.02,2664.33,2664.33,2196.86,47958.53,17363.03,2293.13,7789.37,82.67,12515.8,6870.16,4764.57,80.258,18378.52,27445.52,27445.52,17884.03,1689.02,7333.6,11821.48,2.68,1.56,7247.14,3450.38,17636.54,56.583
"2018-12-31","World",53.75,479.25,286.33,46.5,177.92,3.17,142.08,154.5,141.08,796.27,302.5,510.75,510.75,14.08,2747.5,413.83,12.5,9,0,370.92,7.08,42.92,414.17,435.33,435.33,60.17,,244.17,73.92,98.25,0,242.42,92.17,1.75,264,416.33,416.33,77.67,1613.25,690,72,282.5,1.58,159,251.08,529.42,738.36,715.75,1044.5,1044.5,1045.75,,5927.42,1161.5,4325.5,58.25,3970,4184.25,1899.17,535.02,6184.42,11414.42,11414.42,43.67,1510,496.42,34.42,26.25,0,495.5,24.83,0.92,1434.58,488.58,557.08,557.08,280.92,5669.08,2351.17,238.42,438.42,4.25,1677.92,430.92,669,827.02,2316.17,3028,3028,408.25,31931.17,5422,473.67,1465.5,9.17,4010.5,916.5,1402.33,727.88,6036.42,7361.17,7361.17,204.42,3881.42,1509.08,173.92,958.67,6.17,1424.75,803.92,78.17,703,1633.33,2641.67,2641.67,2188.68,47831.67,17340.42,2286.85,7782.01,82.59,12493.09,6865.25,4764.76,76.835,18355.34,27409.25,27409.25,17897.66,1703.91,7349.26,11821.6,2.68,1.56,7266.38,3476.6,17632.48,53.96
"2018-11-30","World",52.22,478.35,285.53,47.1,175.35,3.14,141.72,153.76,140.67,759.26,302.01,507.99,507.99,13.74,2751.97,414.26,12.63,8.97,0,372.49,7.07,41.77,415.06,435.87,435.87,57.45,,243.72,72.77,97.85,0,241.97,92.08,1.75,264.81,414.34,414.34,76.08,1607.76,686.68,72.47,280.56,1.59,158.73,250.23,526.36,707.62,713.41,1039.72,1039.72,1029.21,,5891.55,1151.85,4304.12,58.19,3955.34,4159.14,1878.01,539.1,6159.18,11347.53,11347.53,42.75,1510.22,494.72,35.19,26.06,0,493.81,24.47,0.92,1438.26,488.75,555.97,555.97,286.79,5671.99,2356.4,241.96,435.43,4.25,1679.55,428.47,672.6,840.39,2318.52,3033.78,3033.78,408.05,31873.97,5414.44,468.22,1459.55,9.17,4009.57,909.75,1395.7,729.22,6024.4,7342.2,7342.2,204.82,3865.04,1504.6,176.46,950.47,6.23,1420.44,800.47,77.94,706.09,1626.24,2631.53,2631.53,2171.11,47759.3,17291.9,2278.65,7738.36,82.57,12473.62,6825.44,4735.72,76.591,18312.38,27308.93,27308.93,17825.56,1732.91,7311.58,11785.72,2.67,1.55,7225.02,3475.71,17601.36,62.317
"2018-10-31","World",50.69,477.44,284.74,47.71,172.78,3.11,141.36,153.01,140.26,830.25,301.51,505.22,505.22,13.39,2756.43,414.69,12.76,8.94,0,374.07,7.06,40.62,415.96,436.4,436.4,54.74,,243.26,71.62,97.46,0,241.51,91.99,1.75,265.62,412.35,412.35,74.49,1602.28,683.36,72.94,278.62,1.6,158.46,249.38,523.31,794.49,711.07,1034.93,1034.93,1012.67,,5855.68,1142.21,4282.75,58.14,3940.68,4134.03,1856.86,589.8,6133.94,11280.64,11280.64,41.83,1510.44,493.03,35.96,25.86,0,492.11,24.1,0.92,1431.7,488.92,554.85,554.85,292.67,5674.9,2361.62,245.5,432.44,4.25,1681.18,426.03,676.19,850.29,2320.88,3039.57,3039.57,407.85,31816.76,5406.88,462.76,1453.6,9.17,4008.64,903,1389.07,751.58,6012.39,7323.24,7323.24,205.22,3848.67,1500.12,179,942.26,6.29,1416.12,797.03,77.71,718.04,1619.14,2621.39,2621.39,2153.55,47686.92,17243.38,2270.46,7694.71,82.56,12454.13,6785.63,4706.69,81.328,18269.43,27208.59,27208.59,17753.46,1761.92,7273.91,11749.84,2.67,1.55,7183.67,3474.82,17570.25,76.727
